username,komentar,waktu,varian
Fahri,"pengiriman cepat, barang diterima dengan selamat.",Lebih dari 1 tahun lalu,Varian: Hijau
Natalia,suka banget ini..dr dulu memang nyari pel spt ini..terima kasih yah..dikasih spare nya jg🙏,Lebih dari 1 tahun lalu,Varian: Hijau
L***i,"harga bagus, produk bagus, hanya kain utk pelnya kurang menyerap air.",Lebih dari 1 tahun lalu,Varian: Hijau
Bayu,mantap nyampe cepet bener semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
a***n,kualitas jelek,Lebih dari 1 tahun lalu,Varian: Beige
Raina,suka bgt pake alat pel ini ....kain pel nya bagusss.jd lebih semangat ngepel deh,Lebih dari 1 tahun lalu,Varian: Hijau
R***y,"barang dikirim tidak lengkap, hanya ember, 2 kain pel dan tongkat pel, tidak ada tatakan dasar utk kain pel nya",Lebih dari 1 tahun lalu,Varian: Beige
Iwan,barang sudah diterima,Lebih dari 1 tahun lalu,Varian: Beige
D***y,bagus pisan,Lebih dari 1 tahun lalu,Varian: Beige
Radityo,simpel dan praktis untuk ngepel,Lebih dari 1 tahun lalu,Varian: Beige
ani,pembelian yang kedua...enak dipakai..tks seller,Lebih dari 1 tahun lalu,Varian: Hijau
T***h,"pengiriman cukup baik, barang kualitas baik",Lebih dari 1 tahun lalu,Varian: Beige
Dasep,sesuai dengan deskripsi,Lebih dari 1 tahun lalu,Varian: Hijau
Erna,capek dan kurang efektif krn kain pel annya copot terus,Lebih dari 1 tahun lalu,Varian: Hijau
Riris,"gaganganya agak tipis ya, ngeri klo terlalu ditekan saat ngepel",Lebih dari 1 tahun lalu,Varian: Hijau
Andy,"lumayanlah,tp kurang tebel kainnya..",Lebih dari 1 tahun lalu,Varian: Hijau
Edi,barang diterima,Lebih dari 1 tahun lalu,Varian: Beige
D***y,"datang cepat, warna sesuai.",Lebih dari 1 tahun lalu,Varian: Beige
fadhfarais,"pokona mah puas weh atuh.. apa yg bikin kamu nanya.. khan belon dipake, baru dateng",Lebih dari 1 tahun lalu,Varian: Beige
H***a,harga bersaing. smga awet,Lebih dari 1 tahun lalu,Varian: Hijau
H***A,untuk pengeringan nya ga jalan sama mur bawah nya ga ada,Lebih dari 1 tahun lalu,Varian: Beige
ani,barang sesuai deskripsi...sudah dicoba...dan enak dipakainya..tks selelr,Lebih dari 1 tahun lalu,Varian: Hijau
m***i,cara mudah dan bersih mengepel lantai,Lebih dari 1 tahun lalu,Varian: Beige
acep,sesuai harga,Lebih dari 1 tahun lalu,Varian: Hijau
Nila,"ada harga ada barang, seller fasres pengiriman cepat.. tks seller",Lebih dari 1 tahun lalu,Varian: Hijau
H***e,Kecepatan pengiriman baik,Lebih dari 1 tahun lalu,Varian: Beige
R***i,good,Lebih dari 1 tahun lalu,Varian: Hijau
A***o,bagus mantab,Lebih dari 1 tahun lalu,Varian: Hijau
ferry,"Mantabp,,, yang di maksud kain free nya yang mana ya,,, yang buat pel atau yang mana ya ? Soalnya keterangan free 2 kain ,,,🙏🏻🙏🏻🙏🏻🙏🏻",Lebih dari 1 tahun lalu,Varian: Hijau
H***n,Penggunaan tidak semudah yang diekspektasikan. Pel agak susah untuk masuk ke dalam embernya. Tapi dengan harga 75.000 saya rasa cukup lah dengan kualitas segini.,Lebih dari 1 tahun lalu,Varian: Beige
H***n,sesuai hargalah yaw,Lebih dari 1 tahun lalu,Varian: Hijau
Y***i,"barangny bagus cepat sampeny,,tapi pas d pake lap NY sering mengerut JD susah utk d keringkan",Lebih dari 1 tahun lalu,Varian: Hijau
Doddy,bagus kualitas okay. warna gak seperti difoto alias lebih gelap. pengiriman cepat.,Lebih dari 1 tahun lalu,Varian: Hijau
Mutia,"bagus barang nya,cuma tongkatnya ada yg penyok tapi bisa di betulin,cuma sayang nggak di bungkus lagi langsung dus,kalau pake buble lebih bagus",Lebih dari 1 tahun lalu,Varian: Beige
Amanda,kereennn.puas,Lebih dari 1 tahun lalu,Varian: Hijau
Tjen,prdk sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
Mustafa,Bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Jarwadi,makasih,Lebih dari 1 tahun lalu,Varian: Beige
aqilashop,sesuai harga,Lebih dari 1 tahun lalu,Varian: Hijau
Willy,"barang yg dikirim sesuai pesanan, respon cepat, kemasan bagus👍",Lebih dari 1 tahun lalu,Varian: Hijau
U***n,pengiriman cepat respon cepat 👍,Lebih dari 1 tahun lalu,Varian: Beige
Irawati,"di detail produk ditulis dimensi produk 21x22,5x38,5 cm ...ternyata itu dimensi dos nya , sedang produk alat pel nya lbh kecil hanya 16x19x36",Lebih dari 1 tahun lalu,Varian: Hijau
Kartika,"pengiriman cepat, hrg ok, packing aman, produk bgus. tks kk",Lebih dari 1 tahun lalu,Varian: Hijau
Tia,"terimakasih, barang sudah ditrerima dgn baik, respon penjual cepat, semoga barang awet.",Lebih dari 1 tahun lalu,Varian: Hijau
fardaniatun,"makasii kak, barangnya cepet bgt sampai, blm dicoba sii tapi semoga awet..",Lebih dari 1 tahun lalu,Varian: Beige
Ulul,Barang gak dapat gagangnya Sblm dikirm dicek dulu,Lebih dari 1 tahun lalu,Varian: Hijau
H***y,barang bagus dan pengiriman cepat 👍,Lebih dari 1 tahun lalu,Varian: Beige
Suryo,Mantap 👍,Lebih dari 1 tahun lalu,Varian: Hijau
M***d,overall dg harga segini dpt kualitas yg sebanding. 😁 untuk jenis alat pel spt ini tangaki bagian ini yg paling penting. punya sy yg lama pengaitnya berbahan stainless pa... ,Lebih dari 1 tahun lalu,Varian: Hijau
P***o,ok,Lebih dari 1 tahun lalu,Varian: Hijau
Khara,"ok mantab, langsung di cobain, lumayan joss",Lebih dari 1 tahun lalu,Varian: Hijau
Supriyono,Kwalitas barang yang dikirim bagus,Lebih dari 1 tahun lalu,Varian: Beige
Kartika,"pengiriman cepat, warna sesuai order, packing aman. tks kk",Lebih dari 1 tahun lalu,Varian: Beige
Arly,"agak susah utk dibilasnya, materialnya b aja",Lebih dari 1 tahun lalu,Varian: Beige
J***h,suka sekali barangnya ringan mudah dipakai...,Lebih dari 1 tahun lalu,Varian: Hijau
Hendriktampubolon,bagus semua packing bagus,Lebih dari 1 tahun lalu,Varian: Beige
M***e,"tks bgs dpt nya, tks",Lebih dari 1 tahun lalu,Varian: Hijau
F***n,"Wkt pengiriman ok. Tapi pas dicoba, bag dry nya terlalu sempit ketika pel nya sdh direkatkan",Lebih dari 1 tahun lalu,Varian: Beige
D***g,no komen,Lebih dari 1 tahun lalu,Varian: Beige
N***a,ok,Lebih dari 1 tahun lalu,Varian: Hijau
Yogi,terima kasih barang diterima sesuai pesenan saya,Lebih dari 1 tahun lalu,Varian: Beige
Ade,kualutas produk bagus dan praktis,Lebih dari 1 tahun lalu,Varian: Hijau
Agus,telah terima baik,Lebih dari 1 tahun lalu,Varian: Hijau
Uink,ringkih kurang kuat,Lebih dari 1 tahun lalu,Varian: Hijau
djoned,mudah dipakai ringan dan irit air pel.,Lebih dari 1 tahun lalu,Varian: Beige
Widdy,murah tapi ga murahan,Lebih dari 1 tahun lalu,Varian: Hijau
A***r,"Pengiriman cepat, produk juga OK banget, harga bersahabat. Bintang 5!!",Lebih dari 1 tahun lalu,Varian: Hijau
Pran,Kenapa yang sebelah kanan bagian dry nya tidak mau ngepasin ember ny ya?,Lebih dari 1 tahun lalu,Varian: Beige
P***o,ok,Lebih dari 1 tahun lalu,Varian: Hijau
olga,"Suka bgtt ama pelan ini, trnyata lbh ringkes dibanding yg spinmop. Trus senengnya karna dia 360 bisa ampe pinggir2 ke pel. Warnanya jga cantik dan ramping.",Lebih dari 1 tahun lalu,Varian: Beige
Dwi,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Agus,telah terima dengan baik,Lebih dari 1 tahun lalu,Varian: Hijau
Kurniawati,"respon cpt, barang sesuai, kurir ramah, semoga amanah selalu. tetap dipertahankan",Lebih dari 1 tahun lalu,Varian: Hijau
Sofhal,Terima kasih banyak. Pengiriman Cepat dan Barang sesuai.,Lebih dari 1 tahun lalu,Varian: Hijau
Fandi,Terima Kasih barang sesuai pesanan dan cepat sampainya,Lebih dari 1 tahun lalu,Varian: Hijau
D***A,kemahalan,Lebih dari 1 tahun lalu,Varian: Hijau
farhan,"Barang aman, semua lengkap gaada yg patah atau rusak, semoga bisa dipake lama",Lebih dari 1 tahun lalu,Varian: Hijau
IKBLP,"Favorit mama saya, terima kasih",Lebih dari 1 tahun lalu,Varian: Hijau
N***a,paket telah diterima..maaf telat yg ngasih ulasan..ada acara keluar kota..produk bagus sesuai deskripsi.trims seller.trims kurir yg malam tetap antar.👍👍,Lebih dari 1 tahun lalu,Varian: Hijau
dayid,"barang ok, kirim ok. thks",Lebih dari 1 tahun lalu,Varian: Beige
A***h,semoga awet dan bermanfaat,Lebih dari 1 tahun lalu,Varian: Beige
R***D,bagusss,Lebih dari 1 tahun lalu,Varian: Hijau
AsepSaepudin,sesuai pesanan...terimakasih,Lebih dari 1 tahun lalu,Varian: Hijau
G***a,bersih nge pel nya..cepat kering,Lebih dari 1 tahun lalu,Varian: Beige
vera,oke,Lebih dari 1 tahun lalu,Varian: Hijau
Gogot,"Untuk mengepel lumayan bersih, respon toko juga baik. hanya aja admin nya kurang mengenal produk, tertulis di flyer nya incl 2 extra mop pd saat saya pastikan ktnya hanya... ",Lebih dari 1 tahun lalu,Varian: Hijau
Setiorini,"barang nyampek dg cepat, cuma tak sesuai ekspektasi, terlalu kecil dan ringan, boxnya nggak digunakan krn malah ribet nyangkut2...",Lebih dari 1 tahun lalu,Varian: Beige
nurisa,Pesanan sesuai order,Lebih dari 1 tahun lalu,Varian: Beige
V***n,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
F***m,mantab keren bersih rumah ku,Lebih dari 1 tahun lalu,Varian: Beige
A***n,baru beli sdh patah. patah saat mau memasukan alat pel ke ember,Lebih dari 1 tahun lalu,Varian: Hijau
U***n,"Respon seller sangat cepat, barang aman dan sesuai deskripsi",Lebih dari 1 tahun lalu,Varian: Hijau
Bagus,"Secara kualitas barang bagus,oke..cuman setelah dipakai saya rasa kurang memadai untuk mengepel lantai rumah secara keseluruhan mungkin karena bentuk alat ini yg tidak te... ",Lebih dari 1 tahun lalu,Varian: Hijau
ron,"harga tercantum 369.000 diskon jadi 74.900, tp pda kenyataannya memang harga yg pantas untuk barang ini ya kisaran 75.000, dilihat dr kualitas material untuk harga 369.00... ",Lebih dari 1 tahun lalu,Varian: Hijau
Effendi,Produk yang fungsional dengan kwalitas yg bagus. Maaf baru kasih ulasan. Abis pergi ke luar kota. Pengirimannya cepat.,Lebih dari 1 tahun lalu,Varian: Hijau
Adityas,,Lebih dari 1 tahun lalu,Varian: Hijau
Arvant,,Lebih dari 1 tahun lalu,Varian: Hijau
Tya,,Lebih dari 1 tahun lalu,Varian: Hijau
PT,tongkatnya copot2 gak pas,Lebih dari 1 tahun lalu,Varian: Hijau
L***n,"tidak ada yg cacat/kurang biarpun packing cuma pake kardus asli & diselotip. mudah digunakan, hasilnya bersih juga. besi pel & ember cukup kokoh asal penggunaanny... ",Lebih dari 1 tahun lalu,Varian: Beige
Maulana,murah dan bagus... ga nyesel hehe,Lebih dari 1 tahun lalu,Varian: Beige
Surya,mantap,Lebih dari 1 tahun lalu,Varian: Hijau
D***a,"produknya oke banget, ini beli yg kedua kalinya 👍👍👍",Lebih dari 1 tahun lalu,Varian: Hijau
febi,Di kasih nya bukan type yang ada di foto males kirim2 lagi yaudah diterima aja :),Lebih dari 1 tahun lalu,Varian: Hijau
Ilham,"produk sesuai, fast delivery, recommend",Lebih dari 1 tahun lalu,Varian: Hijau
julyanto,"perekat tidak lengket, sehingga kain tidak menempel sempurna",Lebih dari 1 tahun lalu,Varian: Hijau
Agus,sesuai gambar dan keterangan. good job seller,Lebih dari 1 tahun lalu,Varian: Hijau
Yane,ok deh,Lebih dari 1 tahun lalu,Varian: Beige
Dwinta,Ternyata ringkih bahannya. Tp semoga awet. Warna nya cakep.,Lebih dari 1 tahun lalu,Varian: Hijau
E***h,salah warna,Lebih dari 1 tahun lalu,Varian: Hijau
Crack,pel gabisa masuk ke bagian pengering,Lebih dari 1 tahun lalu,Varian: Beige
Greg,"Imut2, semoga awet",Lebih dari 1 tahun lalu,Varian: Hijau
H***i,plastik embernya bagus..tapi untuk stiknya kurang kokoh mudah lepas..antar stiknya tdk melekat dgn baik,Lebih dari 1 tahun lalu,Varian: Hijau
R***y,Masya Allah pengiriman ok. Dan barangnya ok juga..,Lebih dari 1 tahun lalu,Varian: Hijau
Rensi,"Produk sesuai dengan deskripsi, respon seller baik Dan cepat, packing rapih, pengiriman dengan kurir siCepat sesuai dengan ETA walaupun bebas ongkir. Recommended seller.",Lebih dari 1 tahun lalu,Varian: Beige
Bima,Pengiriman barang tidak lengkap,Lebih dari 1 tahun lalu,Varian: Hijau
Sukma,Gampang digunakan bikin ngepel jadi ga ribet untuk cuci kain pel nya Cukup pake alatnya aja udh bisa berishin kain pel,Lebih dari 1 tahun lalu,Varian: Hijau
C***a,Produk ok dan fast delivery,Lebih dari 1 tahun lalu,Varian: Beige
Magryw,terimakasih barang sdh smpai 👍👍👍👍,Lebih dari 1 tahun lalu,Varian: Beige
andika,bagus tp kliatan agak riskan yang di siku bawah karena ternyata terbuat dr plastik jadi sepertinya mudah patah,Lebih dari 1 tahun lalu,Varian: Hijau
Bharata,"sesuai yg diharapkan, bukan kaleng², mantep pokonya.. ga sempet fhoto barangnya.. nuhun pisan",Lebih dari 1 tahun lalu,Varian: Hijau
Hernawan,pengiriman cepet banget memuaskan pokonya hanya butuh sehari,Lebih dari 1 tahun lalu,Varian: Hijau
sahrial,"Berfungsi, pengiriman cepat , packing rapi dan aman",Lebih dari 1 tahun lalu,Varian: Hijau
G***e,"Suka copot-copot perekatnya waktu mau keringin, jadi harus berkali-kali manual pakai tangan buat masukin pelannya ke bagian pengering",Lebih dari 1 tahun lalu,Varian: Beige
I***h,berfungsi sebagaimana seharusnya,Lebih dari 1 tahun lalu,Varian: Hijau
W***l,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
A***a,"ternyata ukuran nya sangat kecil,bahan lumayan bagus",Lebih dari 1 tahun lalu,Varian: Hijau
Nur,"sangat berguna, penggunaannya jg mudah",Lebih dari 1 tahun lalu,Varian: Hijau
Jo,"maaf, bagian kaki ( paling bawah) tempat embernya. gak ada baut nya. proses Peking nya masih terlalu lama",Lebih dari 1 tahun lalu,Varian: Hijau
jumiyati,jos,Lebih dari 1 tahun lalu,Varian: Hijau
Sebastianus,barang bagusbrapi kesan barang sdh lama,Lebih dari 1 tahun lalu,Varian: Beige
Arteddi,barang bagusbtapi ga mulus kesan barang lama,Lebih dari 1 tahun lalu,Varian: Beige
Arteddi,Pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Hijau
D***y,"kekecilan, kaya mainan...",Lebih dari 1 tahun lalu,Varian: Beige
D***a,"ada 1 bgn tongkat tdk ada. yg saya terima cuma 3 ptg, shg tdk bisa disambung ke alat pel nya.",Lebih dari 1 tahun lalu,Varian: Hijau
Amelia,"Barangnya bagus mungkin kurang dalam packagingnya aja, saran saya sih tambahin bubble wrap untuk kepuasan Customer thankyou",Lebih dari 1 tahun lalu,Varian: Hijau
Tubagus,pesanan sudah sesuai tapi gratis 2 kainnya tidak ada di box,Lebih dari 1 tahun lalu,Varian: Hijau
A***p,"okre sudah masuk unitnya,. semoiga awet,..",Lebih dari 1 tahun lalu,Varian: Beige
Tri,cakep barangnya,Lebih dari 1 tahun lalu,Varian: Beige
Mazz,barang bagus berfungsi dengan baik,Lebih dari 1 tahun lalu,Varian: Hijau
Wahyu,pengiriman cepat.tp belum digunakan... kwalitas ok,Lebih dari 1 tahun lalu,Varian: Beige
B***y,"sesuai pesanan, smga awet....",Lebih dari 1 tahun lalu,Varian: Hijau
Abdurrahman,"Maaf baru ksh ulasan. Makasih barang sdh sampai dgn selamat. Sesuai deskripsi, bagus produknya, untung pas lg dapet harga diskon. Makasih seller n toped",Lebih dari 1 tahun lalu,Varian: Hijau
Lia,"okela, cumq kain pelnya agak kecil",Lebih dari 1 tahun lalu,Varian: Hijau
F***a,Mantull,Lebih dari 1 tahun lalu,Varian: Beige
N***a,"barang sesuai dengan pesanan ,packing lebih di perhatikan lagi untuk keamanan barang",Lebih dari 1 tahun lalu,Varian: Hijau
R***y,"ok sesuai gambar , tp warna nya ga sesuai rrquesstt hmm",Lebih dari 1 tahun lalu,Varian: Hijau
Ade,,Lebih dari 1 tahun lalu,Varian: Beige
Muhammad,praktis,Lebih dari 1 tahun lalu,Varian: Beige
b***t,semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
Bina,Gampang bngt pakenya utk ngepel..praktis... terimakasih,Lebih dari 1 tahun lalu,Varian: Beige
A***a,"Produk kotor ,,mur bawah gak ada..",Lebih dari 1 tahun lalu,Varian: Hijau
D***y,very good,Lebih dari 1 tahun lalu,Varian: Hijau
Debora,"Barang bagus, kemasan rapi, aman sampai di tempat, hanya perlu penyesuaian cara ngepel dgn alat ini...bagian mengeringkan lebih sempit, jadi lap nya mudah lepas.😀",Lebih dari 1 tahun lalu,Varian: Hijau
r***i,semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
Elvina,barang pecah. tidak bisa dibalikin. kecewa.,Lebih dari 1 tahun lalu,Varian: Beige
marwanto,enggak fungsi pemerasnya,Lebih dari 1 tahun lalu,Varian: Hijau
Sutiana,"agak meragukan, sepertinya kurang kokoh. barangnya ringan banget.",Lebih dari 1 tahun lalu,Varian: Beige
Zun,Bahannya gak seperti yang saya perkirakan sebelumnya,Lebih dari 1 tahun lalu,Varian: Hijau
Edy,mayanlah,Lebih dari 1 tahun lalu,Varian: Hijau
P***n,terjadi kesalahpahaman sama si gesit tapi udah beres tanggung jawab langsung sukses terus buat sicepat dan alatnya bagus murah dan tida murahan hapunten ya🙏🙏🙏,Lebih dari 1 tahun lalu,Varian: Hijau
OmGenit,"ok sesuai penawaran, kiriman cepat thankss",Lebih dari 1 tahun lalu,Varian: Hijau
C***y,ember ny kecil ya ternyata utk rumah besar kurang puas ngepel ny,Lebih dari 1 tahun lalu,Varian: Hijau
H***i,🤘,Lebih dari 1 tahun lalu,Varian: Hijau
B***B,"respon cepat, barang bagus, bisa buat bersihin jendela",Lebih dari 1 tahun lalu,Varian: Beige
Anjani,pelayanan seller oke..cuma ini barangnya ga akan buat tangan kita tetep kering...karena si pembilasnya sering nyangkut jadi ga bisa dipakai utk memeras kain pel nya kecua... ,Lebih dari 1 tahun lalu,Varian: Beige
Tejo,"Kualitas OK, hanya warna yang dikirim dua2nya Sama, permintaan nya beda",Lebih dari 1 tahun lalu,Varian: Hijau
Haryadi,"Kondisi barang oke.. kualitas lumayan lah. Packing rapi, pengiriman cepat.. apalagi ya?.. blm dicoba sih.. semoga awet lah ya.. makasih bosque..",Lebih dari 1 tahun lalu,Varian: Beige
T***k,embernya agak tipis tp cepat pengiriman,Lebih dari 1 tahun lalu,Varian: Hijau
Wahyudi,"Datang dengan kondisi kotor,dan perekat pel ny miring",Lebih dari 1 tahun lalu,Varian: Beige
Nancy,"buat kado sihh, belum lihat hasilnya bagus atau tidak",Lebih dari 1 tahun lalu,Varian: Hijau
Teresia,barang lumayan bagus dan worth it dengan harganya. dan respon admin oke. terimakasih,Lebih dari 1 tahun lalu,Varian: Beige
Ayu,barang macam apa ini,Lebih dari 1 tahun lalu,Varian: Hijau
T***O,"Alat datang dgn kondisi yg baik dan berfungsi,, puas dgn produknya",Lebih dari 1 tahun lalu,Varian: Hijau
Gema,"Material dan build terasa dan terlihat murah, tangkai tidak bisa terkunci",Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,barang nya bagus cuman ga ada baud nya buat nempelin ember yang bawah nya,Lebih dari 1 tahun lalu,Varian: Beige
Dido,bagus barangnya,Lebih dari 1 tahun lalu,Varian: Hijau
lisnawati,thanks,Lebih dari 1 tahun lalu,Varian: Hijau
M***d,Wrnanya trnyata lebig orange ga beige tp lebih mirip baby peach,Lebih dari 1 tahun lalu,Varian: Beige
I***h,terlalu di respon ya dan pengirim terlalu lama,Lebih dari 1 tahun lalu,Varian: Beige
D***a,keren barangnya.. top,Lebih dari 1 tahun lalu,Varian: Beige
Samsudin,barang ok mantab 👍,Lebih dari 1 tahun lalu,Varian: Hijau
E***h,"alhamdulillah, barangnya cukup bagus, tongkat penyangga jg ringan, makasih GM bear🙏🙏🙏",Lebih dari 1 tahun lalu,Varian: Hijau
G***e,"pelayanannya lama, baru dikirim di hari akan batal otomatis, mungkin memang sedang banyak pesanan atau entahlah, respon saat dichat cepat, kualitas barang sepertinya bagu... ",Lebih dari 1 tahun lalu,Varian: Hijau
Khumaidah,"produk sesuai deskripsi, besok mau dicoba utk ngepel lantai.. thanks",Lebih dari 1 tahun lalu,Varian: Hijau
Ketut,Ada harga ada rupa,Lebih dari 1 tahun lalu,Varian: Hijau
Restu,"tadi sudah nyobain, puas sama hasil ngepelnya",Lebih dari 1 tahun lalu,Varian: Hijau
Krisna,"bagus, bersih ngepelnya, gampang meres airnya",Lebih dari 1 tahun lalu,Varian: Hijau
Melli,biar bintang yg membuktikan,Lebih dari 1 tahun lalu,Varian: Hijau
k***a,Ka maaf ada bagian yang kurang 🙏🏻,Lebih dari 1 tahun lalu,Varian: Beige
Joy,lancar usahanya gan 👍,Lebih dari 1 tahun lalu,Varian: Hijau
Budi,mantap,Lebih dari 1 tahun lalu,Varian: Hijau
M***a,"sesuai deskripsi, barang bagus, seller ok banget, pengiriman bener2 cepat, trima kasih",Lebih dari 1 tahun lalu,Varian: Hijau
G***a,"barang kualitas baik, cm kurang pembuangan air",Lebih dari 1 tahun lalu,Varian: Beige
Utis,"Agak longgar dikit bagian tiang pel atasnya, gabisa dikencengin. Tapi warnanya bagus",Lebih dari 1 tahun lalu,Varian: Beige
S***i,barang cepat sampai ternyata kecil,Lebih dari 1 tahun lalu,Varian: Beige
S***a,,Lebih dari 1 tahun lalu,Varian: Hijau
A***a,,Lebih dari 1 tahun lalu,Varian: Beige
B***a,pengiriman lama..1minggu😟,Lebih dari 1 tahun lalu,Varian: Beige
Sano,"Pengiriman cepat, penjual ramah",Lebih dari 1 tahun lalu,Varian: Beige
Mika,"Barang sdh diterima, barang sesuai harga ok sih...",Lebih dari 1 tahun lalu,Varian: Beige
F***n,barang nya recommend,Lebih dari 1 tahun lalu,Varian: Beige
